sensor_id,timestamp_recorded_utc,no2_ppb,no2_ugm3,pm25_ugm3,temp_c,rh_pct,flag_out_of_range__no2_ppb,flag_out_of_range__no2_ugm3,flag_out_of_range__pm25_ugm3,flag_out_of_range__rh_pct,flag_out_of_range__temp_c,flag_outlier_any,flag_missing__no2_ppb,flag_missing__no2_ugm3,flag_missing__pm25_ugm3,flag_missing__temp_c,flag_missing__rh_pct,flag_missing_any
ZEPHYR_001,2025-06-16 05:00:00+00:00,29.28,57.19,1.73,13.87,74.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 06:00:00+00:00,25.24,48.51,8.87,18.55,60.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 07:00:00+00:00,24.7,47.15,4.88,20.57,68.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 08:00:00+00:00,25.98,49.92,5.91,18.61,66.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 09:00:00+00:00,30.45,58.32,12.56,19.6,60.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 10:00:00+00:00,31.57,60.71,10.75,18.4,60.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 11:00:00+00:00,31.96,60.57,6.62,22.69,55.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 12:00:00+00:00,36.42,69.0,5.35,22.79,36.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 13:00:00+00:00,35.83,67.89,10.09,22.75,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 14:00:00+00:00,33.79,63.93,8.48,23.17,29.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 15:00:00+00:00,28.42,53.6,9.05,24.1,37.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 16:00:00+00:00,29.31,55.25,14.35,24.3,31.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 17:00:00+00:00,19.14,36.26,9.73,22.76,59.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 18:00:00+00:00,19.4,36.98,8.01,20.99,46.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 19:00:00+00:00,21.8,42.01,7.95,17.76,52.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 20:00:00+00:00,17.57,34.3,9.34,14.02,73.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 21:00:00+00:00,21.66,42.19,5.65,14.66,51.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 22:00:00+00:00,20.81,40.5,10.76,14.92,47.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-16 23:00:00+00:00,31.12,60.64,9.84,14.57,80.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 00:00:00+00:00,19.53,38.33,8.2,12.5,74.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 01:00:00+00:00,22.23,43.49,8.36,13.46,77.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 02:00:00+00:00,26.63,52.3,6.47,12.31,69.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 03:00:00+00:00,28.23,55.78,8.8,10.6,83.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 04:00:00+00:00,30.02,59.12,7.55,11.56,95.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 05:00:00+00:00,27.86,54.53,6.03,13.28,79.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 06:00:00+00:00,30.99,59.62,13.78,18.27,74.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 07:00:00+00:00,23.17,44.94,10.35,15.92,55.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 08:00:00+00:00,25.24,48.24,8.27,20.2,55.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 09:00:00+00:00,30.27,58.18,10.27,18.53,36.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 10:00:00+00:00,34.42,65.24,8.56,22.66,53.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 11:00:00+00:00,27.68,52.34,5.9,23.36,52.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 12:00:00+00:00,31.98,60.54,9.73,23.03,30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 13:00:00+00:00,33.22,62.6,5.68,24.37,35.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 14:00:00+00:00,39.29,74.31,10.3,23.28,30.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 15:00:00+00:00,27.94,52.6,8.88,24.63,34.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 16:00:00+00:00,28.22,53.52,7.75,22.46,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 17:00:00+00:00,29.89,57.05,6.87,20.58,27.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 18:00:00+00:00,20.2,38.82,9.84,18.58,55.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 19:00:00+00:00,28.0,53.76,7.61,18.83,62.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 20:00:00+00:00,21.96,41.99,6.3,20.06,55.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 21:00:00+00:00,22.81,44.15,9.61,16.48,44.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 22:00:00+00:00,24.54,47.95,8.86,13.77,64.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-17 23:00:00+00:00,19.88,38.84,13.22,13.83,80.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 00:00:00+00:00,22.26,43.66,9.05,12.69,60.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 01:00:00+00:00,23.62,46.44,9.57,12.01,72.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 02:00:00+00:00,23.46,46.11,7.27,12.11,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 03:00:00+00:00,26.44,51.69,7.67,13.62,83.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 04:00:00+00:00,29.41,57.48,9.4,13.69,78.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 05:00:00+00:00,31.74,61.93,8.12,14.21,76.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 06:00:00+00:00,27.83,54.06,9.07,15.48,73.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 07:00:00+00:00,31.95,62.01,6.0,15.73,79.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 08:00:00+00:00,31.7,61.21,0.3,17.2,59.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 09:00:00+00:00,40.8,77.33,6.7,22.65,57.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 10:00:00+00:00,31.57,59.68,7.21,23.41,38.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 11:00:00+00:00,28.52,54.12,3.27,22.31,45.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 12:00:00+00:00,35.72,67.81,7.36,22.2,37.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 13:00:00+00:00,29.95,56.22,7.93,25.55,36.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 14:00:00+00:00,25.47,48.4,9.05,21.88,42.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 15:00:00+00:00,30.08,57.25,7.82,21.44,31.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 16:00:00+00:00,29.59,56.02,12.06,23.01,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 17:00:00+00:00,21.02,39.89,12.62,22.26,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 18:00:00+00:00,22.6,43.17,10.65,20.33,48.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 19:00:00+00:00,22.67,43.52,11.3,18.93,43.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 20:00:00+00:00,17.28,33.33,10.25,17.53,56.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 21:00:00+00:00,16.52,31.97,11.34,16.53,66.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 22:00:00+00:00,14.73,28.64,9.07,15.19,53.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-18 23:00:00+00:00,13.86,27.17,10.68,12.85,69.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 00:00:00+00:00,17.79,35.26,8.89,9.75,84.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 01:00:00+00:00,20.56,40.42,5.35,12.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 02:00:00+00:00,21.37,42.14,7.1,11.15,81.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 03:00:00+00:00,17.55,34.69,10.02,10.47,97.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 04:00:00+00:00,23.64,46.65,12.19,10.96,79.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 05:00:00+00:00,22.97,44.96,9.1,13.3,80.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 06:00:00+00:00,25.47,49.36,10.45,16.15,93.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 07:00:00+00:00,31.31,60.93,13.65,14.95,66.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 08:00:00+00:00,36.29,69.6,9.74,19.18,55.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 09:00:00+00:00,23.49,45.11,9.67,18.78,56.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 10:00:00+00:00,26.69,50.83,4.09,21.26,56.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 11:00:00+00:00,27.4,51.71,10.55,23.92,47.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 12:00:00+00:00,27.08,50.98,8.07,24.68,33.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 13:00:00+00:00,31.1,58.4,8.33,25.44,53.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 14:00:00+00:00,25.23,47.56,6.21,24.26,44.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 15:00:00+00:00,24.59,46.6,12.7,22.69,33.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 16:00:00+00:00,16.43,31.12,9.61,22.88,49.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 17:00:00+00:00,22.18,42.24,13.37,21.21,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 18:00:00+00:00,22.58,43.31,7.14,19.13,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 19:00:00+00:00,18.42,35.48,15.11,17.93,57.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 20:00:00+00:00,23.61,45.5,9.96,17.8,48.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 21:00:00+00:00,16.09,31.15,8.9,16.47,71.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 22:00:00+00:00,20.45,39.48,7.56,17.23,84.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-19 23:00:00+00:00,14.88,28.8,9.83,16.52,73.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 00:00:00+00:00,15.62,30.79,6.88,11.24,70.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 01:00:00+00:00,14.6,28.71,6.78,11.99,75.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 02:00:00+00:00,22.81,45.06,8.62,10.63,73.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 03:00:00+00:00,24.65,48.35,11.66,12.7,72.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 04:00:00+00:00,28.11,55.02,11.96,13.3,76.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 05:00:00+00:00,20.37,39.6,7.15,15.23,84.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 06:00:00+00:00,31.97,62.48,8.47,13.73,55.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 07:00:00+00:00,22.39,43.24,8.03,17.15,73.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 08:00:00+00:00,29.43,57.02,9.96,16.24,58.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 09:00:00+00:00,26.96,51.53,10.22,20.17,60.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 10:00:00+00:00,27.98,53.14,7.6,22.07,43.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 11:00:00+00:00,32.17,61.07,12.96,22.19,49.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 12:00:00+00:00,26.4,50.21,9.6,21.62,52.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 13:00:00+00:00,26.01,49.13,10.21,23.68,50.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 14:00:00+00:00,23.46,44.67,9.95,21.28,26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 15:00:00+00:00,30.82,58.62,10.52,21.62,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 16:00:00+00:00,26.46,49.72,13.77,25.21,47.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 17:00:00+00:00,22.16,42.39,11.67,19.93,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 18:00:00+00:00,19.86,38.2,9.72,18.34,53.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 19:00:00+00:00,22.41,42.55,9.95,22.16,60.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 20:00:00+00:00,17.46,33.27,9.22,21.1,63.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEPHYR_001,2025-06-20 21:00:00+00:00,23.88,46.57,11.74,14.36,65.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
